"trade_date","country","beta","size","momentum","book_to_price","residual_volatility","liquidity","profitability","investment_quality"
"2011-08-19",-0.010487,-0.001943,-0.000762,-0.001111,-0.001296,-0.000525,0.000171,0.000242,-0.001033
"2011-08-22",-0.008291,0.001424,-0.004176,-0.003758,0.000809,0.002044,-0.001108,-0.00063,-0.00159
"2011-08-23",0.014596,0.002292,-0.00307,-0.002283,0.00159,0.002824,0.001368,0.000292,-0.000462
"2011-08-24",-0.003185,0.000538,-0.00069,0.000835,0.000064,0.000774,-0.001999,0.000141,-0.000375
"2011-08-25",0.029858,0.004266,0.002306,-0.000648,0.001611,-0.000301,-0.00044,-0.000273,0.00071
"2011-08-26",-0.0011,-0.000433,-0.002053,-0.000979,-0.00071,0.000775,0.000159,-0.001112,-0.000553
"2011-08-29",-0.014395,-0.001573,-0.000693,0.000307,-0.000989,-0.000656,-0.000603,0.001485,-0.000299
"2011-08-30",-0.004061,-0.000761,0.000957,0,0.000313,-0.00175,-0.001189,0.000173,0.000965
"2011-08-31",-0.000606,0.000907,-0.000471,-0.000916,0.000032,-0.001066,0.000299,0.00024,0.000724
"2011-09-01",-0.00493,-0.00042,-0.000999,-0.000531,-0.000641,-0.001189,-0.000087,-0.001157,-0.000513
"2011-09-02",-0.011502,-0.000326,0.000351,0.000679,0.000637,-0.000379,-0.000757,-0.000091,-0.000412
"2011-09-05",-0.02137,-0.002271,0.000057,0.00099,0.000626,-0.002671,-0.000861,0.000545,0.000359
"2011-09-06",-0.006467,-0.001192,-0.001357,-0.001864,0.000236,-0.000881,0.00073,0.000404,0.000608
"2011-09-07",0.020057,0.002727,-0.001595,-0.001099,0.000925,0.002719,0.001252,0.00038,-0.00004
"2011-09-08",-0.007412,-0.000519,0.000439,0.000131,-0.00076,-0.000721,-0.001638,-0.000613,-0.000283
"2011-09-09",-0.001645,-0.000367,-0.000099,-0.00107,0.000337,-0.001369,-0.000435,-0.000908,0.000146
"2011-09-13",-0.010836,-0.000387,-0.000946,-0.000222,0.00152,-0.001122,0.000056,-0.000299,0.000265
"2011-09-14",0.0057,0.001575,-0.002329,-0.001996,0.000207,0.002902,0.000336,0.000516,0.000052
"2011-09-15",-0.001658,-0.000252,-0.000946,0.000103,-0.00081,0.000013,-0.000668,-0.000672,0.000111
"2011-09-16",0.001798,0.000711,0.000552,0.001298,0.00005,-0.000183,-0.000822,-0.00036,-0.000343
"2011-09-19",-0.01802,-0.001863,0.001346,0.001262,-0.000162,-0.002584,-0.001408,-0.000372,0.001187
"2011-09-20",0.004447,0.001307,-0.001668,-0.00109,0.000162,0.002652,0.000545,0.000257,0.000553
"2011-09-21",0.028563,0.003212,0.00099,-0.002119,0.000762,0.002936,0.001426,0.001371,0.000522
"2011-09-22",-0.028711,-0.001655,0.000394,-0.000232,-0.000313,-0.001526,-0.001348,0.00024,0.000429
"2011-09-23",-0.005452,0.002141,-0.00026,-0.002429,0.001362,0.001157,-0.000295,0.001902,0.001059
"2011-09-26",-0.018145,0.000288,-0.001372,-0.000451,0.000673,-0.000874,-0.000007,0.001219,0.000396
"2011-09-27",0.009307,0.002204,0.000376,-0.001609,0.001551,-0.000249,0.000377,0.000804,0.000824
"2011-09-28",-0.01008,-0.001988,0.001426,-0.000519,-0.000589,-0.002667,-0.001069,0.000471,-0.00028
"2011-09-29",-0.009602,-0.001364,0.007093,-0.000106,0.002237,-0.005301,-0.001594,0.001992,-0.000653
"2011-09-30",-0.001171,-0.000238,0.000115,0.000287,0.000907,-0.000634,-0.001346,0.000997,-0.000673
"2011-10-10",-0.008027,-0.0007,-0.001228,-0.00186,-0.001536,0.000598,0.000922,-0.000792,0.000084
"2011-10-11",-0.005639,-0.000952,-0.001554,-0.002261,0.001622,-0.000146,0.001827,-0.00003,-0.000206
"2011-10-12",0.033608,0.002579,0.000029,-0.001888,0.001626,0.004958,0.000841,-0.000321,0.000399
"2011-10-13",0.007619,0.000793,-0.000965,-0.000725,0.000696,0.004313,-0.001201,0.000075,-0.000291
"2011-10-14",-0.002752,-0.000339,-0.000414,0.000223,0.000205,0.000298,-0.00002,-0.000394,-0.000021
"2011-10-17",0.003027,0.000033,-0.000675,0.001443,0.000807,0.00132,-0.000619,0.001418,-0.000583
"2011-10-18",-0.025317,-0.003846,0.001243,0.001604,0.000164,-0.005085,-0.001819,0.000575,0.000534
"2011-10-19",-0.002396,-0.000056,-0.000837,-0.001657,0.000131,0.00063,0.000016,-0.000039,-0.000285
"2011-10-20",-0.022603,-0.00248,0.000658,0.00049,0.000904,0.00123,-0.000312,0.000234,0.000422
"2011-10-21",-0.004905,-0.002097,0.002367,-0.001085,0.001172,-0.000821,-0.00245,-0.000034,-0.000101
"2011-10-24",0.024946,0.001764,0.002415,-0.001172,0.00103,0.002761,0.000028,0.000467,0.001537
"2011-10-25",0.019601,0.002851,0.000259,-0.000893,-0.001375,0.001668,0.000628,-0.000456,0.000004
"2011-10-26",0.01005,0.000141,0.00126,0.000578,-0.000085,0.000644,-0.001971,-0.00131,-0.00111
"2011-10-27",0.00297,0.00026,-0.000586,-0.001535,-0.001493,0.000006,-0.001479,-0.000269,0.000215
"2011-10-28",0.017952,0.002157,-0.00117,-0.001248,0.000263,0.001224,0.000934,0.00127,0.000584
"2011-10-31",-0.003153,-0.000567,-0.002696,0.000466,0.000218,0.002236,0.000549,-0.000933,-0.00078
"2011-11-01",0.000898,0.00006,-0.000035,-0.000623,0.000603,0.001204,-0.001389,-0.000005,-0.000724
"2011-11-02",0.014859,-0.000742,0.000576,-0.003589,-0.000349,0.000547,0.000845,0.000974,-0.00074
"2011-11-03",0.002276,0.001163,-0.000459,-0.000114,0.000396,0.001292,-0.002115,-0.000355,0.001427
"2011-11-04",0.005617,0.001059,-0.000799,-0.001625,-0.000827,-0.000607,0.000521,-0.00062,0.000559
"2011-11-07",-0.006929,-0.00124,-0.002469,0.001758,-0.000048,0.000516,-0.000004,-0.000029,0.000069
"2011-11-08",-0.002578,-0.000332,0.000794,0.002535,0.001361,-0.001055,-0.000714,0.000561,0.000065
"2011-11-09",0.007534,0.002273,-0.002899,-0.001085,-0.000271,0.000887,0.001713,0.001075,-0.00115
"2011-11-10",-0.016347,-0.001774,-0.002007,0.000375,-0.000679,-0.002098,-0.001166,0.000947,-0.002416
"2011-11-11",-0.000048,-0.000894,-0.001411,-0.000096,0.000381,-0.000806,-0.000608,-0.00033,0.001124
"2011-11-14",0.021277,0.002515,-0.000517,-0.001782,-0.000095,0.001375,-0.000824,0.00044,-0.000307
"2011-11-15",-0.00139,0.001537,-0.000618,-0.001789,-0.000694,0.000763,-0.000023,-0.001195,0.000685
"2011-11-16",-0.026127,-0.001501,0.000279,0.001632,0.000091,-0.000402,-0.001958,-0.000072,0.00061
"2011-11-17",-0.001554,-0.000296,-0.001849,-0.000011,-0.000382,-0.000304,-0.000299,0.001553,-0.00108
"2011-11-18",-0.020023,-0.004505,0.000807,0.001932,0.001059,-0.002767,-0.00098,0.000623,-0.000005
"2011-11-21",0.000764,-0.000267,-0.001392,0.001275,0.001143,-0.000782,0.000536,-0.000218,0.000944
"2011-11-22",-0.000454,-0.001291,-0.000593,0.00136,0.001243,-0.000502,0.000609,-0.000034,-0.000232
"2011-11-23",-0.008678,-0.001351,-0.001248,0.000256,-0.0006,-0.001308,-0.000977,0.001158,-0.000196
"2011-11-24",0.001098,-0.000229,0.001376,0.000699,-0.000049,-0.000558,-0.000305,0.000013,0.000243
"2011-11-25",-0.006309,-0.001604,-0.000836,0.002071,-0.00028,-0.000457,-0.001099,0.0009,-0.000534
"2011-11-28",0.001336,-0.001341,0.000097,-0.000604,-0.000602,-0.001822,0.0008,0.000297,-0.000075
"2011-11-29",0.013881,0.003647,-0.000989,-0.001327,-0.000621,0.003197,-0.001192,-0.000815,-0.000481
"2011-11-30",-0.033034,-0.004428,0.005004,0.002124,-0.002198,-0.001984,-0.00291,0.000065,0.000351
"2011-12-01",0.021809,0.003042,-0.000424,-0.00191,-0.001403,0.000889,-0.000066,-0.000563,0.000101
"2011-12-02",-0.012357,-0.002093,0.001086,0.000529,0.000509,-0.001667,-0.000767,0.000177,0.000004
"2011-12-05",-0.01446,-0.003315,0.00247,0.000032,0.001204,-0.004756,-0.001226,-0.000803,-0.000422
"2011-12-06",-0.002363,0.001875,-0.001898,0.00116,0.001204,0.000023,0.001581,0.000752,-0.000025
"2011-12-07",0.003466,0.001107,-0.000379,0.000476,0.001487,0.001371,-0.000154,0.001217,0.000063
"2011-12-08",-0.000983,0.000823,-0.000649,0.000041,0.000529,0.001602,0.00026,0.000918,0.000166
"2011-12-09",-0.008397,-0.000872,-0.000034,-0.000777,0.000034,-0.001785,0.000622,0.000012,0.000494
"2011-12-12",-0.00924,0.00045,0.000057,0.000558,0.00194,-0.000876,-0.00093,0.001606,0.000103
"2011-12-13",-0.020299,-0.002176,0.005122,0.002777,0.003196,-0.00034,-0.002327,0.002275,-0.000785
"2011-12-14",-0.009376,-0.002699,0.000875,0.000415,0.00223,-0.000339,-0.001027,0.001705,-0.001748
"2011-12-15",-0.022243,-0.004749,0.001368,0.002128,0.002072,-0.000313,-0.000238,0.003082,-0.00245
"2011-12-16",0.021107,0.004518,-0.00187,0.000871,0.00084,0.003641,0.000955,0.000688,-0.001381
"2011-12-19",-0.003989,0.001678,-0.000622,0.000316,0.001193,0.001967,0.000725,0.001667,-0.000867
"2011-12-20",-0.001837,0.000909,-0.001193,0.001145,-0.000082,0.000248,-0.001538,-0.001314,0.001064
"2011-12-21",-0.012626,-0.002102,0.001656,0.000224,0.001108,-0.001795,-0.003436,0.001977,-0.000327
"2011-12-22",-0.00313,0.001318,0.007541,-0.000147,0.001936,0.000043,0.000666,0.003329,-0.000238
"2011-12-23",0.007502,0.002739,-0.000107,-0.001105,-0.000282,0.00163,-0.000824,-0.000579,0.000396
"2011-12-26",-0.007529,0.000985,-0.001147,-0.000779,-0.000183,0.000378,-0.002686,0.000368,-0.000216
"2011-12-27",-0.013511,-0.00197,0.004922,-0.001062,-0.001264,-0.00287,-0.001896,0.000015,-0.000061
"2011-12-28",-0.001128,0.002207,0.002392,-0.001832,0.000179,0.000993,0.000793,0.001924,0.00113
"2011-12-29",0.001264,0.000948,0.000494,-0.000714,0.000152,0.001009,-0.001389,0.001407,0.000402
"2011-12-30",0.015451,0.001342,0.000412,0.00115,-0.001196,-0.000189,0.000116,-0.000063,-0.000734
"2012-01-04",-0.017179,-0.002484,-0.000024,0.000527,-0.000094,-0.0019,-0.001122,-0.002082,-0.000857
"2012-01-05",-0.014232,-0.001802,0.006765,-0.001987,0.000828,-0.003151,0.001002,0.00043,0.001775
"2012-01-06",0.004353,0.002638,-0.000903,-0.002497,0.001481,0.001668,0.002709,0.001534,0.001564
"2012-01-09",0.032682,0.005862,-0.003136,-0.001316,0.000913,0.004107,0.002035,-0.000545,0.000844
"2012-01-10",0.032083,0.005089,-0.001036,-0.002843,0.000195,0.00399,-0.001202,-0.001055,-0.000149
"2012-01-11",-0.006095,0.001549,-0.003301,0.001081,-0.000989,0.002871,0.000458,-0.001542,0.001724
"2012-01-12",-0.002482,0.002405,-0.000238,-0.000689,0.000147,0.000874,-0.000551,-0.001362,0.000808
"2012-01-13",-0.0196,-0.000771,0.006501,0.000139,-0.000241,-0.002296,-0.000945,-0.001803,0.002787
"2012-01-16",-0.018557,-0.000525,0.002622,-0.001148,0.002353,-0.003459,-0.001731,-0.000813,0.001584
"2012-01-17",0.04569,0.008971,0.000555,-0.002647,0.00017,0.003933,0.00192,-0.000251,0.001471
"2012-01-18",-0.018844,0.003226,0.003142,-0.003316,-0.000725,-0.000783,-0.001476,-0.002934,0.003217
"2012-01-19",0.015819,0.001094,0.000783,-0.002436,0.000106,-0.000263,0.000168,0.001754,-0.000719
"2012-01-20",0.013319,-0.001951,-0.000164,0.001342,0.000417,0.000218,-0.000175,0.001779,-0.00127
"2012-01-30",-0.015172,-0.001652,-0.004399,0.00068,-0.000625,0.001716,0.000077,0.000915,-0.000572
"2012-01-31",0.000686,-0.000103,0.000399,0.001577,0.000114,-0.000293,0.00121,0.000052,0.00187
"2012-02-01",-0.012755,-0.003284,-0.00328,0.001149,0.000054,-0.000086,0.000384,0.000213,-0.001416
"2012-02-02",0.020786,0.003107,-0.000489,-0.001396,-0.000197,0.002379,0.000164,-0.000602,0.000291
"2012-02-03",0.009119,0.001139,-0.002757,-0.002659,0.000922,0.003569,-0.002155,0.000331,-0.00034
"2012-02-06",0.002019,-0.000219,-0.002971,0.000763,0.000284,0.003858,-0.000904,-0.000281,0.000136
"2012-02-07",-0.016362,-0.001085,-0.00025,0.001533,-0.000753,0.001354,-0.001631,-0.000615,-0.000548
"2012-02-08",0.026997,0.003891,0.000195,-0.002082,-0.000013,0.001114,0.001186,0.000012,0.000505
"2012-02-09",-0.000619,0.000126,-0.002024,-0.000941,0.00017,0.001455,0.000626,-0.000991,-0.000567
"2012-02-10",0.000248,0.000925,-0.001198,-0.000373,0.000393,0.002251,-0.000398,-0.000322,0.000093
"2012-02-13",-0.000697,0.000868,-0.001815,-0.00235,0.000903,0.000725,0.000943,0.000804,0.000875
"2012-02-14",-0.003128,-0.001179,-0.002569,0.000214,0.000377,0.000012,0.000172,0.000754,0.000442
"2012-02-15",0.010142,0.002185,-0.002009,-0.00159,0.001729,0.000909,-0.000534,0.000091,0.000521
"2012-02-16",-0.004008,-0.001782,-0.002964,-0.001461,-0.001352,-0.000544,-0.001273,-0.001249,0.00139
"2012-02-17",-0.001558,-0.000692,0.001367,-0.000181,0.000018,-0.000524,0.000921,-0.000285,0.000324
"2012-02-20",0.00088,-0.000493,-0.001217,0.00112,-0.000033,0.000354,-0.000134,-0.000976,-0.001736
"2012-02-21",0.00781,0.001982,-0.000645,-0.000614,-0.00004,0.001393,0.000559,0.000045,-0.000175
"2012-02-22",0.012657,0.001229,-0.001475,-0.001668,0.001146,0.00175,0.00026,0.00152,-0.002665
"2012-02-23",0.004504,-0.000561,-0.001008,-0.000851,0.000229,-0.000254,-0.000352,0.002205,-0.000989
"2012-02-24",0.016337,0.000968,0.001422,-0.001369,0.000678,-0.001691,-0.000348,0.000266,-0.000657
"2012-02-27",0.003948,0.000066,0.001825,0.000643,0.001617,0.000681,-0.001525,0.000556,0.000429
"2012-02-28",0.000615,-0.001014,0.001449,0.001984,0.001524,-0.002071,-0.00023,-0.000116,0.001219
"2012-02-29",-0.010966,-0.000297,-0.000215,0.001838,-0.001155,0.000069,-0.000079,-0.000374,0.000969
"2012-03-01",-0.001005,0.001123,-0.002229,0.00021,0.000326,-0.000045,0.00016,-0.000784,-0.000203
"2012-03-02",0.016838,0.002178,0.000631,-0.000528,0.000756,0.000548,0.000271,0.000294,-0.000193
"2012-03-05",-0.005927,0.001301,-0.003166,0.001732,-0.000099,-0.000685,-0.000508,-0.000473,0.000497
"2012-03-06",-0.015031,0.000115,-0.002371,0.000915,-0.000458,0.001751,-0.000911,-0.001437,0.000255
"2012-03-07",-0.006603,-0.001261,-0.002504,-0.00158,-0.000678,-0.000479,-0.000776,-0.000187,-0.002467
"2012-03-08",0.010872,0.001373,-0.001083,-0.000386,0.000196,-0.000969,-0.000475,0.000382,-0.000659
"2012-03-09",0.010936,0.002148,-0.000996,0.000608,0.000305,0.00028,-0.000155,0.002095,-0.000093
"2012-03-12",-0.002594,-0.000622,-0.001288,0.000547,-0.001172,0.000154,-0.000029,0.001156,0.000444
"2012-03-13",0.010873,0.000153,0.000353,-0.00145,-0.000723,-0.000118,-0.000262,-0.000499,-0.000493
"2012-03-14",-0.02886,-0.003976,0.004076,0.002223,-0.00095,-0.0019,-0.001613,0.000127,0.000014
"2012-03-15",-0.004015,-0.004553,0.002582,0.002024,-0.002526,-0.005096,0.000131,0.001607,-0.000164
"2012-03-16",0.014747,0.000718,-0.00267,-0.000357,-0.000762,-0.001157,0.001055,0.000264,-0.000172
"2012-03-19",0.003792,0.002433,-0.004021,-0.000047,-0.000573,0.000018,-0.000599,-0.000078,-0.000247
"2012-03-20",-0.01677,-0.000538,0.000889,0.002341,0.000016,0.000903,-0.001983,-0.001221,0.000158
"2012-03-21",0.003414,0.003724,-0.000522,-0.000662,-0.000017,0.000926,0.000138,-0.000664,0.00209
"2012-03-22",-0.002307,-0.001324,-0.002372,0.000833,0.000681,-0.000073,-0.000169,-0.00052,-0.001631
"2012-03-23",-0.012542,-0.001914,0.002036,0.000479,-0.000063,-0.001378,-0.001614,-0.000731,-0.000422
"2012-03-26",0.000303,0.000139,0.0001,0.00217,-0.000222,-0.000414,-0.001666,-0.000403,-0.000823
"2012-03-27",-0.003854,0.00113,-0.001466,-0.000144,0.000878,0.000703,-0.000635,0.001204,0.000943
"2012-03-28",-0.028559,-0.003622,0.00428,0.003518,0.00048,-0.001703,-0.00205,0.000986,0.000166
"2012-03-29",-0.012632,-0.003207,-0.000205,0.004399,0.000386,0.00016,-0.002579,0.001052,-0.000467
"2012-03-30",0.006016,-0.000992,0.001008,0.000633,-0.000553,-0.002423,-0.00245,-0.00052,-0.000786
"2012-04-05",0.020943,0.004469,-0.00094,0.002445,0.000657,0.001832,0.000825,0.001204,0.001076
"2012-04-06",0.00145,0.00302,-0.002513,0.001123,0.000762,0.002637,-0.000968,-0.000371,0.0011
"2012-04-09",-0.010165,-0.001458,-0.001253,0.000521,0.000032,-0.00118,-0.000943,0.000341,-0.000567
"2012-04-10",0.009184,0.002663,-0.000378,-0.000989,-0.000304,0.001773,0.000076,-0.001065,-0.00032
"2012-04-11",0.000535,0.002212,-0.002556,0.000812,0.001086,0.002078,-0.001942,0.000101,0.000526
"2012-04-12",0.021106,0.002736,-0.003058,-0.000805,0.000725,0.001405,-0.001284,-0.000061,0.000973
"2012-04-13",0.003786,0.001658,-0.001868,-0.001309,-0.000175,-0.000158,-0.000661,0.001282,0.001175
"2012-04-16",-0.000745,0.000313,-0.00181,-0.002783,-0.000505,-0.000048,-0.00189,0.000261,0.001264
"2012-04-17",-0.01209,-0.001158,0.000813,-0.000034,0.000009,-0.001944,-0.000038,-0.000516,-0.000203
"2012-04-18",0.022881,0.003347,-0.000746,-0.000864,0.000316,0.00196,-0.00073,-0.000161,0.000147
"2012-04-19",-0.003192,0.000035,-0.001236,-0.000873,0.000191,-0.000045,0.000875,-0.000864,0.000301
"2012-04-20",0.010942,0.00117,0.000044,-0.003594,0.000394,-0.000304,0.000103,-0.000573,-0.000489
"2012-04-23",-0.006157,0.000781,0.005761,0.00001,-0.000594,-0.001485,-0.004309,0.00073,0.004367
"2012-04-24",0.000159,0.001794,0.003208,0.000787,0.000529,0.002064,-0.002122,0.000321,0.001176
"2012-04-25",0.008696,0.001381,-0.002837,-0.002662,0.000217,0.001253,-0.001305,-0.00053,0.00185
"2012-04-26",0.000756,0.000866,0.000551,-0.001038,0.001448,-0.00085,-0.001008,0.000925,-0.000165
"2012-04-27",-0.00237,-0.002197,-0.001572,0.002788,0.000703,-0.002071,0.001212,0.001216,-0.002355
"2012-05-02",0.020856,0.001884,0.002553,0.001442,0.0009,0.000026,0.001678,0.002319,-0.000364
"2012-05-03",0.001612,0.002213,-0.000973,0.00046,0.00008,0.002022,-0.000464,0.000821,-0.000665
"2012-05-04",0.007629,-0.00145,-0.000887,0.000888,0.000151,0.000011,0.000802,0.000542,-0.000874
"2012-05-07",0.001708,-0.002166,-0.001696,-0.000302,-0.00147,0.001304,0.001002,0.000255,-0.001898
"2012-05-08",-0.003095,-0.000501,-0.002564,-0.000027,0.00115,0.004009,0.000128,-0.000434,0.000862
"2012-05-09",-0.018041,-0.002063,-0.002023,0.001918,-0.00056,0.001639,-0.001554,-0.000306,-0.00027
"2012-05-10",0.001881,-0.000502,-0.001331,0.001054,-0.000184,0.000442,0.000655,-0.000977,0.000717
"2012-05-11",-0.007153,0.00076,-0.000187,-0.000518,-0.000088,-0.000964,-0.000386,-0.000022,0.000456
"2012-05-14",-0.006231,0.00105,-0.000956,0.000228,-0.000281,0.000568,-0.001937,-0.001778,0.000121
"2012-05-15",-0.000683,0.000186,0.000851,0.00222,0.000571,-0.000445,-0.000682,0.000724,-0.000163
"2012-05-16",-0.014129,-0.00088,-0.00259,0.000213,0.000534,0.001536,-0.001181,0.000805,0.000221
"2012-05-17",0.01452,0.002961,-0.001235,0.000399,0.001624,0.000112,-0.000883,0.000287,0.000079
"2012-05-18",-0.014724,-0.002748,-0.000309,-0.001809,0.001496,-0.000624,-0.000987,0.000526,-0.000632
"2012-05-21",0.003566,0.000184,0.002512,0.002101,0.001016,-0.000486,0.000438,0.000498,0.000546
"2012-05-22",0.013258,0.00321,0.000673,0.000307,-0.0005,0.000599,-0.000016,-0.00045,-0.000327
"2012-05-23",-0.00348,0.002487,0.000407,0.003101,0.000149,0.002034,-0.001022,0.000622,0.000645
"2012-05-24",-0.007613,-0.000428,-0.000004,-0.001885,-0.000246,0.00043,-0.000276,-0.000882,-0.000113
"2012-05-25",-0.008973,-0.001075,0.002634,0.001122,-0.000324,-0.001554,-0.000226,-0.001261,0.000644
"2012-05-28",0.01449,0.001944,0.002043,0.001067,0.00139,0.000729,-0.000346,0.000102,0.00053
"2012-05-29",0.013787,0.001203,-0.000568,-0.001266,-0.000232,0.000764,0.000002,0.000968,-0.001245
"2012-05-30",-0.00516,-0.000002,-0.001656,-0.001626,-0.00114,-0.000428,0.001083,-0.00007,-0.001817
"2012-05-31",-0.003193,-0.000154,-0.002242,0.000896,-0.00107,-0.000639,-0.000403,0.000351,-0.002322
"2012-06-01",0.000414,-0.00205,-0.000467,0.000433,0.001216,0.001094,-0.000752,0.000768,0.000341
"2012-06-04",-0.027175,-0.004674,0.003485,0.000073,-0.002545,-0.001735,-0.000259,0.001156,-0.001568
"2012-06-05",0.000419,-0.000749,0.000261,-0.001494,0.000274,-0.000658,0.000061,0.00091,0.001042
"2012-06-06",-0.001644,-0.000806,-0.000389,-0.001008,-0.000289,-0.0002,-0.000011,0.000632,-0.000587
"2012-06-07",-0.005502,0.000627,-0.00042,0.000735,-0.000185,-0.000127,-0.000734,0.000801,-0.00101
"2012-06-08",-0.005519,0.000086,-0.000678,-0.000612,0.000075,0.000385,-0.001912,0.000045,-0.000923
"2012-06-11",0.013461,0.001644,-0.000934,0.000672,0.000326,0.000026,0.001375,0.001438,-0.002204
"2012-06-12",-0.0063,-0.002611,-0.000475,0.001324,0.000121,-0.000125,-0.001439,0.000611,-0.002014
"2012-06-13",0.015404,0.000046,-0.001391,-0.000229,0.000059,0.001249,0.000013,0.000162,-0.000947
"2012-06-14",-0.007227,-0.002572,-0.000188,-0.000501,-0.000777,-0.001439,-0.001166,0.000165,-0.000565
"2012-06-15",0.004551,0.000082,-0.001581,-0.000775,0.000797,-0.002236,0.000173,-0.000151,-0.000471
"2012-06-18",0.004702,0.000825,-0.001907,0.001123,0.000008,0.00086,0.000811,-0.000307,-0.000779
"2012-06-19",-0.007247,-0.001309,-0.001536,0.000012,0.00109,0.001381,-0.000057,0.001335,-0.000367
"2012-06-20",-0.002439,0.000189,-0.002044,-0.001507,0.000311,-0.001075,0.000037,0.00012,-0.001477
"2012-06-21",-0.014152,-0.002713,-0.000556,0.001317,-0.000528,-0.000241,-0.000688,0.000456,0.000503
"2012-06-25",-0.020233,-0.0042,0.000778,-0.000968,0.00024,-0.001749,-0.001809,0.000571,0.000128
"2012-06-26",0.0013,0.001265,-0.000463,0.000152,-0.000408,-0.000226,0.000416,-0.001259,-0.000367
"2012-06-27",-0.000571,-0.003067,-0.000477,0.002068,-0.000991,-0.001146,0.000224,-0.00002,-0.002554
"2012-06-28",-0.009092,-0.001411,0.000275,0.001296,-0.000541,-0.000474,-0.00063,0.000137,-0.000309
"2012-06-29",0.013111,0.002706,0.000594,0.00255,0.000535,-0.001074,0.001114,0.000539,-0.001188
"2012-07-02",0.002321,0.000343,-0.002828,0.001126,-0.001318,0.001317,0.000817,0.000658,-0.0021
"2012-07-03",0.001565,-0.001115,-0.00283,0.000882,0.000382,0.000311,0.000193,-0.000274,-0.00191
"2012-07-04",-0.001571,0.001108,-0.00031,0.000698,0.000018,-0.00125,0.001242,0.000317,0.002063
"2012-07-05",-0.012249,-0.003444,0.001612,0.001743,-0.00158,-0.001136,-0.00127,-0.000809,-0.000997
"2012-07-06",0.015165,0.001639,-0.00036,0.002509,0.0008,0.000829,0.001307,0.001661,0.000338
"2012-07-09",-0.020558,-0.005408,0.002789,0.003695,-0.001798,-0.001415,-0.001268,-0.001597,0.000328
"2012-07-10",-0.004039,0.001105,0.00272,-0.000523,0.000542,-0.001718,-0.000624,-0.000798,0.000963
"2012-07-11",0.006504,0.003346,0.001094,0.001465,0.002133,0.001784,0.000657,0.002563,0.000743
"2012-07-12",0.01053,0.003145,-0.000479,0.000406,-0.000789,0.000081,0.000605,0.000502,-0.000956
"2012-07-13",-0.001008,-0.000246,0.002227,0.001519,0.000697,0.001192,-0.000385,0.000503,0.002735
"2012-07-16",-0.019713,-0.001503,0.006128,0.003929,0.000446,-0.000578,-0.002313,-0.000748,0.000616
"2012-07-17",0.006428,0.001585,-0.001348,-0.002277,-0.000363,0.001043,0.001261,-0.001102,0.00105
"2012-07-18",0.002114,0.001697,-0.002345,-0.002788,-0.000146,0.003046,0.00073,-0.000973,0.001644
"2012-07-19",0.006465,0.000269,-0.004172,-0.000605,-0.000852,0.001224,-0.002401,-0.000883,-0.000225
"2012-07-20",-0.009105,-0.001913,-0.002285,-0.001704,-0.000618,-0.000868,-0.001259,0.000587,-0.000563
"2012-07-23",-0.011682,-0.002132,-0.00117,-0.000145,-0.000517,-0.000391,-0.000239,-0.000025,-0.000984
"2012-07-24",0.003547,0.000672,-0.002151,0.000864,0.003223,0.001007,0.000595,0.001219,0.000225
"2012-07-25",-0.006413,-0.00182,-0.000131,0.000672,0.000236,-0.000325,-0.001537,-0.000843,-0.001977
"2012-07-26",-0.005571,0.000131,0.001406,-0.000318,0.000258,-0.00198,-0.001131,0.000808,-0.000488
"2012-07-27",0.000621,0.001425,0.000142,-0.000979,0.001083,-0.001159,-0.000427,-0.000203,-0.001314
"2012-07-30",-0.006445,-0.00062,0.006065,0.003173,0.000537,-0.005041,-0.00065,0.002326,-0.001858
"2012-07-31",-0.002872,-0.00161,0.001965,0.003663,0.001095,0.002271,-0.003054,0.001037,-0.0007
"2012-08-01",0.010871,0.002196,-0.000806,0.000809,0.000399,0.001911,0.000984,0.000633,0.00097
"2012-08-02",-0.007762,-0.002659,-0.000573,0.000982,0.001282,0.002309,0.000179,0.000081,0.000415
"2012-08-03",0.010447,0.00122,-0.003155,-0.000567,-0.000112,0.002067,-0.000007,0.000829,-0.000226
"2012-08-06",0.013558,0.001939,-0.002678,-0.000357,-0.000524,0.002314,0.001036,0.001576,0.000251
"2012-08-07",0.001711,0.000082,-0.002007,-0.003471,-0.000459,0.002819,-0.000878,-0.000043,0.000118
"2012-08-08",0.000274,0.000342,-0.00012,-0.000981,-0.001156,-0.000714,-0.000784,-0.002039,-0.000514
"2012-08-09",0.007888,0.000346,-0.001952,0.002466,0.001018,0.001688,0.000838,0.00064,-0.000176
"2012-08-10",-0.003215,-0.001043,-0.001158,-0.001776,-0.000505,0.000635,-0.002526,-0.00163,-0.000871
"2012-08-13",-0.0172,-0.004443,0.001054,0.001911,-0.000888,-0.003065,0.001191,-0.000365,0.000672
"2012-08-14",0.002005,0.001871,-0.003123,-0.000567,0.000057,-0.000354,0.000835,-0.000375,-0.000997
"2012-08-15",-0.00948,-0.001509,0.000214,-0.001001,-0.000435,-0.000488,-0.001999,-0.000526,-0.000373
"2012-08-16",-0.005349,-0.000498,-0.000072,0.000029,0.000601,-0.002888,-0.001043,0.000052,-0.000094
"2012-08-17",-0.001264,0.000424,-0.002267,-0.00179,0.000551,0.001503,0.000394,0.000071,0.000339
